Timestamp,Put in your MTurk ID to consent.,undocumented,female,hispanic,white,What is your date of birth? Give month and year only,abc,birthyear,What is your annual income (as you would report it in the Census)? ,income,What is the highest degree or level of school you have completed? ,educ,In which US State do you live?,region0,regionx,born_in_usa,born_usa,"if you are really paying attention, click strongly agree.",attention,Do you think the number of illegal immigrants to America nowadays should be... ,letin,"In the long run, do you think that people who are illegally immigrating to the United States today will make American society better, will make American society worse, or do you think that today's illegal immigrants won't affect American society one way or another? ",immimp,"Now I'm going to read you a series of statements and would like to get your reaction to them. After I read each statement, please tell me if you strongly agree, agree, neither agree nor disagree, disagree, or strongly disagree with the statement:                                                              “Illegal immigrants are getting too demanding in their push for equal rights.”"," “The Irish, Italians, Jews, and many other minorities overcame prejudice and worked their way up. Today's illegal immigrants should do the same without any special favors.”",“English will be threatened if other languages are frequently used in large illegal immigrant communities in the U.S.”,immrights,immfavor,immlang,immigrant_crimes,immigrant_ideas,immigrant_jobs,immigrant_growth,immigrant_united,immcrime,immideas,immjob,immgrowth,immunit,"“Recently, there have been several investigative reports regarding the condition of illegal immigrants being held in detention centers around the United States. The reports indicate that some detainees are held for long periods of time under inhumane conditions, lacking sufficient nutrition, proper sanitary facilities, access to legal counseling, or even contact with family members. The reports also discuss cases of medical negligence concerning the treatment of detainees with serious health problems. In one case, a detainee told authorities he was suffering from severe chest pain, profound shortness of breath, and dizziness, and asked for immediate medical attention. However, these situations require supervised transportation to a hospital several miles away from the detention center. In response, detention center officials denied the detainee this medical service because they considered him to be a flight risk. The officials said they had a reasonable cause to deny medical attention outside the facility. The detainee, on the other hand, said that the denial of medical attention was unwarranted and that his health was continuing to deteriorate.” Do you think the government should transport this illegal migrant to the hospital, at the risk of enabling him to escape? ",transport,With which U.S. party do you identify with?,party,media,"How much do you identify as conservative, moderate, or liberal?",polview,"“It is better to live in an orderly in which the laws are vigorously enforced than to give people too much freedom.” Do you agree strongly, agree somewhat, disagree somewhat, or disagree strongly with this statement?""",auth,"""white people""","""Latino people"" ",ethnocentrism, Question Is there anything else you would like to tell us about this survey? 
2019/08/24 4:56:24 PM GMT+8,AUY5E86D8FUSB,0,0,1,1,Apr-95,1995,1995,"$50,001-75,000",62500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,CT,northeast,0,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Agree,Agree,Agree,1,1,1,Very likely,Somewhat likely,Very likely,Somewhat likely,Very likely,2,1,2,1,2,Yes,1,Republican,1,6,Conservative,2,Agree,1,8,8,0,NO IS GOOD
2019/08/24 5:03:09 PM GMT+8,A3D2GO0IFRFN6R,0,1,0,1,Aug-84,1984,1984,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,Texas,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Agree,Disagree,Disagree,1,-1,-1,Not too likely,Somewhat likely,Not too likely,Very likely,Not too likely,-1,1,-1,2,-1,Yes,1,Independent,0,4,Moderate,0,Disagree,-1,5,5,0,
2019/08/27 6:33:10 AM GMT+8,A2NEFRREWF33YP,0,1,0,1,Mar-67,1967,1967,"100,001-125,000",112500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,PA,northeast,0,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Strongly Disagree,Disagree,Disagree,-2,-1,-1,Not too likely,Very likely,Not too likely,Somewhat likely,Not likely at all,-1,2,-1,1,-2,Yes,1,Independent,0,4,Moderate,0,Disagree,-1,10,10,0,"I think there was a word (""world"" or ""society"") left out of this question: “It is better to live in an orderly in which the laws are vigorously enforced than to give people too much freedom.” Do you agree strongly, agree somewhat, disagree somewhat, or disagree strongly with this statement?"" *"
2019/08/08 1:55:40 AM GMT+8,AL4G180SOE4E6,1,0,0,1,Nov-89,1989,1989,"$25,001-50,000",37500,"Some college credit, but less than 1 year of college credit",12,IN,midwest,2,Yes,1,Strongly agree,1,Reduced a lot.,-2,Won’t affect American society one way or another,0,Strongly agree,Strongly agree,Disagree,2,2,-1,Not too likely,Very likely,Very likely,Not at all likely,Somewhat likely,-1,2,2,-2,1,Yes,1,Democrat,-1,4,Slightly liberal,-1,Disagree strongly,-2,6,2,4,
2019/08/08 1:57:14 AM GMT+8,ABX5OQLR6UNBC,1,1,0,1,May-73,1973,1973,"$0-25,000",12500,GED or alternative credential,13,Oregon,west,3,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Strongly Disagree,Disagree,Strongly disagree,-2,-1,-2,Not likely at all,Very likely,Not likely at all,Somewhat likely,Not likely at all,-2,2,-2,1,-2,Yes,1,Independent,0,2,Extremely liberal,-3,Disagree,-1,6,6,0,Nope
2019/08/08 1:57:48 AM GMT+8,AYCHPTQRYDT7G,1,1,0,1,Mar-73,1973,1973,"$75,001-100,000",87500,"Bachelor’s degree (for example: BA, BS)",16,Florida,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Strongly Disagree,Disagree,Strongly disagree,-2,-1,-2,Not likely at all,Somewhat likely,Not too likely,Somewhat likely,Not likely at all,-2,1,-1,1,-2,Yes,1,Independent,0,2,Liberal,-2,Disagree,-1,8,8,0,
2019/08/08 1:58:28 AM GMT+8,A2482SLAY120J2,1,0,0,0,Aug-53,1953,1953,"$25,001-50,000",37500,"Associate’s degree (for example: AA, AS)",14,CA,west,3,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Strongly agree,2,2,2,Very likely,Not too likely,Very likely,Not too likely,Very likely,2,-1,2,-1,2,No,0,Republican,1,7,Conservative,2,Agree,1,6,3,3,No
2019/08/08 1:58:40 AM GMT+8,A2TUUIV61CR0C7,1,1,0,1,Sep-57,1957,1957,"$0-25,000",12500,"1 or more years of college credit, no degree",13,Missouri,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Neither disagree nor agree,Agree,Disagree,0,1,-1,Not likely at all,Somewhat likely,Not likely at all,Somewhat likely,Not too likely,-2,1,-2,1,-1,Yes,1,Independent,0,4,Moderate,0,Disagree,-1,6,7,-1,I'm often ashamed of the behavior and attitudes of many whites.
2019/08/08 1:59:02 AM GMT+8,A2R89RXGEVG05I,1,1,0,1,Jul-67,1967,1967,"$25,001-50,000",37500,"Associate’s degree (for example: AA, AS)",14,Texas,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Agree,2,2,1,Very likely,Not too likely,Very likely,Not too likely,Very likely,2,-1,2,-1,2,No,0,Republican,1,4,Conservative,2,Agree,1,7,3,4,"No, but thank you."
2019/08/08 1:59:44 AM GMT+8,A2JOHICL072IY3,1,1,0,1,,,,"$0-25,000",12500,"Associate’s degree (for example: AA, AS)",14,Missouri,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Strongly agree,2,2,2,Very likely,Not likely at all,Very likely,Not at all likely,Very likely,2,-2,2,-2,2,No,0,Republican,1,7,Extremely conservative,3,Disagree,-1,,,,
2019/08/08 2:00:06 AM GMT+8,AU34T9OMHN4Z4,1,1,0,1,Dec-78,1978,1978,"$0-25,000",12500,Regular high school diploma,18,florida,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Don't know,0,Neither disagree nor agree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,Somewhat likely,Somewhat likely,Somewhat likely,Not too likely,Very likely,1,1,1,-1,2,Yes,1,Republican,1,4,Liberal,-2,Disagree strongly,-2,8,7,1,No
2019/08/08 2:01:17 AM GMT+8,A2ZBDD2PGJ262Y,1,1,0,1,Apr-91,1991,1991,"$25,001-50,000",37500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,florida,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not likely at all,Very likely,Not too likely,Not too likely,Not too likely,-2,2,-1,-1,-1,Yes,1,Democrat,-1,2,Liberal,-2,Disagree,-1,8,8,0,no
2019/08/08 2:01:25 AM GMT+8,A2YWSSQEXXCRGK,1,1,0,0,Oct-68,1968,1968,"$50,001-75,000",62500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,MA,midwest,2,Yes,1,Strongly agree,1,Don't know.,0,Don't know,0,Disagree,Disagree,Disagree,-1,-1,-1,Not too likely,Somewhat likely,Not likely at all,Somewhat likely,Somewhat likely,-1,1,-2,1,1,Yes,1,Democrat,-1,3,Liberal,-2,Disagree,-1,6,6,0,No.
2019/08/08 2:01:34 AM GMT+8,A16UI9RHNATNUB,1,0,1,1,Sep-87,1987,1987,"$0-25,000",12500,Regular high school diploma,18,California,west,3,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Disagree,Strongly disagree,Disagree,-1,-2,-1,Not too likely,Somewhat likely,Somewhat likely,Somewhat likely,Not too likely,-1,1,1,1,-1,Yes,1,Democrat,-1,3,Slightly liberal,-1,Disagree strongly,-2,6,6,0,
2019/08/08 2:01:38 AM GMT+8,APIMRVTG43CPH,1,1,0,1,Apr-59,1959,1959,"$0-25,000",12500,"Some college credit, but less than 1 year of college credit",12,Georgia,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Disagree,Agree,Strongly disagree,-1,1,-2,Not too likely,Somewhat likely,Not likely at all,Very likely,Not too likely,-1,1,-2,2,-1,Yes,1,Democrat,-1,1,Extremely liberal,-3,Disagree,-1,7,7,0,
2019/08/08 2:03:38 AM GMT+8,A23UO8033OFMJ5,1,0,0,1,Oct-77,1977,1977,"$50,001-75,000",62500,"Associate’s degree (for example: AA, AS)",14,Virginia,south,1,Yes,1,Strongly disagree,0,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Strongly agree,2,2,2,Very likely,Not likely at all,Somewhat likely,Not too likely,Very likely,2,-2,1,-1,2,Yes,1,Republican,1,6,Extremely conservative,3,Agree,1,6,5,1,
2019/08/08 2:03:39 AM GMT+8,A2AJ5QFNC9KF43,1,0,0,1,Jul-79,1979,1979,"$50,001-75,000",62500,"Professional degree beyond a bachelor’s degree (for example MD, DDS, DVM, LLB, JD)",19,Maryland ,northeast,0,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Disagree,Disagree,Strongly disagree,-1,-1,-2,Not too likely,Somewhat likely,Not too likely,Somewhat likely,Not too likely,-1,1,-1,1,-1,Yes,1,Democrat,-1,4,Moderate,0,Disagree strongly,-2,10,10,0,
2019/08/08 2:04:09 AM GMT+8,A2G7N0X0PNX0EE,1,0,0,0,May-86,1986,1986,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,NY,northeast,0,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Strongly Disagree,Disagree,Strongly disagree,-2,-1,-2,Not too likely,Somewhat likely,Not likely at all,Somewhat likely,Not too likely,-1,1,-2,1,-1,Yes,1,Democrat,-1,3,Liberal,-2,Disagree strongly,-2,6,6,0,"Somewhat confusing instructions: in the HIT itself, it asks for MTurk ID, but your survey instructions indicate to input the survey code. Which do you want? Also, why does this question come before rating participant feelings towards Latinos?"
2019/08/08 2:05:31 AM GMT+8,AGDJB8B8CDZ71,1,0,0,1,May-85,1985,1985,"$25,001-50,000",37500,"Associate’s degree (for example: AA, AS)",14,NY,northeast,0,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Agree,Neither agree nor disagree,Strongly disagree,1,0,-2,Not too likely,Not likely at all,Somewhat likely,Not at all likely,Not too likely,-1,-2,1,-2,-1,Yes,1,Independent,0,4,Moderate,0,Disagree,-1,5,5,0,"First of all, leaving the border as it is now poses not only a national security risk in terms of terrorism, but also disease. There have been recent examples of illegal immigrants coming from Africa to ""claim asylum"" (not following international law either which states those seeking asylum should seek it from the first ""safe"" country). Also currently occuring in Africa is yet another Ebola outbreak. It doesn't take a rocket scientist to see how that could lead to some extremely serious consequences for American citizens. Second of all, encouraging more and more illegal immigrants to come with promises of utopia, creates an underclass of people who have to live in the shadows of society and are at constant risk of being taken advantage of because they often fear going to authorities for any reason. Thirdly, the insanity of current political extremists in offering everything from free education to free healthcare only incentivizes even more immigrants to come illegally...meanwhile American citizens, who these extremists claim to represent, suffer. For example, in California, healthcare is now being offered to some illegal immigrants while American citizens are quite literally living on and defecating in the streets. Perhaps those resources could be better used to actually help the homeless? Finally, it's extremely unfair that millions go through the VERY long and difficult process of immigrating legally while others just jump the line, cross the border and expect to be handed citizenship. And I say all of this as the child of immigrants. The claim by political extremists that somehow this is all about the color of everyone's skin is beyond ignorant, anti-intellectual, doesn't actually solve anything, in fact makes the situation worse and...ironically....perpetuates racism and the view that skin color is more important than anything else. I realize it's very trendy these days to be completely led by emotions and not think about any issues beyond political talking points, but I prefer to stay in the realm of reality."
2019/08/08 2:05:45 AM GMT+8,A3BT088BOKG2I8,1,0,0,0,Apr-87,1987,1987,"$25,001-50,000",37500,"1 or more years of college credit, no degree",13,Alaska,west,3,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Disagree,Neither agree nor disagree,Disagree,-1,0,-1,Not too likely,Somewhat likely,Not likely at all,Somewhat likely,Not likely at all,-1,1,-2,1,-2,Yes,1,Democrat,-1,2,Liberal,-2,Agree,1,7,6,1,No
2019/08/08 2:06:28 AM GMT+8,A221JJK7P6K22W,1,0,1,1,Jul-85,1985,1985,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,Florida,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Agree,Agree,Disagree,1,1,-1,Very likely,Not too likely,Very likely,Not too likely,Very likely,2,-1,2,-1,2,No,0,Democrat,-1,4,Slightly liberal,-1,Disagree,-1,6,10,-4,"Yes. My grandparents came to this country legally. I live in a city that was over run with gang members before President Trump came along. We had drive by shootings and Haitians knifing S. Americans in our alleys. We still have spanish people in our neighborhood, lots of them, but they are people who came here legally and are also glad the gang member illegals are no longer menacing them. The schools were over run with illegals: there were kids pooping on the floors, it was awful. I'm a teacher and so is my  older sister.  Kids in the schools who were here illegally, had extreme behavior problems. The illegal Haitian kids were put in classes that met their academic capabilities  but not their ages, so we had 13 year olds in 4th grade classes. Without laws and borders, Florida was the cocaine capital of the USA. When Fentanyl started showing up we had people literally LYING in the streets, overdosing. Much of that is gone now that Trump is enforcing immigration laws. It's a relief for my family and my community. My zip code is 33460. Look at the past crime statistics. It is because this was a low rent are and illegals lived 6-10 men to a house. Without a gun in my house, my wife and I would be dead today, an illegal broke into our house to rob us but saw our rifle and retreated. I do not want to see America go the way of Cuban socialism. I have relatives there now, that are farming ostriches to survive. People fleeing to this country are fleeing socialist countries.  If they are allowed here illegally, they will overrun the local populations and turn area's into lawless drug havens. I know I've lived it. Oh and if someone is here illegally they have no right to complain about holding conditions, food etc. Role reverse into mexico and illegals would be jailed indefinitely if not outright murdered. "
2019/08/08 2:06:54 AM GMT+8,A2I960JYUZ8KAV,1,0,0,1,05 1992,1992,1992,"$0-25,000",12500,"1 or more years of college credit, no degree",13,Tennessee,south,1,Yes,1,Strongly agree,1,Increased a lot.,2,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not likely at all,Very likely,Not too likely,Very likely,Not likely at all,-2,2,-1,2,-2,Yes,1,Independent,0,1,Extremely liberal,-3,Disagree strongly,-2,5,9,-4,"You're probably going to get a lot of confused people responding to this. The end of the survey offers a survey code, but the text field on the mturk page asks for worker ID. "
2019/08/08 2:07:17 AM GMT+8,A35UOR07SAT5IY,1,1,0,1,Mar-85,1985,1985,"$75,001-100,000",87500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,Texas,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Disagree,Disagree,Disagree,-1,-1,-1,Not too likely,Very likely,Not likely at all,Very likely,Not too likely,-1,2,-2,2,-1,Yes,1,Independent,0,2,Liberal,-2,Disagree,-1,7,7,0,
2019/08/08 2:07:17 AM GMT+8,A1FS8SBR4SDWYG,1,1,0,1,May-86,1986,1986,"$25,001-50,000",37500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,ohio,midwest,2,Yes,1,Strongly agree,1,Increased a little.,1,Worse,-1,Neither disagree nor agree,Agree,Neither agree nor disagree,0,1,0,Somewhat likely,Somewhat likely,Not too likely,Not at all likely,Somewhat likely,1,1,-1,-2,1,Yes,1,Independent,0,4,Moderate,0,Disagree,-1,8,7,1,
2019/08/08 2:08:51 AM GMT+8,A34HWABNHGW5OX,1,0,0,1,Mar-90,1990,1990,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,Michigan,midwest,2,Yes,1,Strongly agree,1,Reduced a lot.,-2,Won’t affect American society one way or another,0,Agree,Disagree,Disagree,1,-1,-1,Not likely at all,Somewhat likely,Very likely,Somewhat likely,Very likely,-2,1,2,1,2,Yes,1,Democrat,-1,2,Liberal,-2,Agree,1,7,5,2,no
2019/08/08 2:10:56 AM GMT+8,A21KF567E8ZCLO,1,0,1,1,Sep-99,1999,1999,"$0-25,000",12500,"1 or more years of college credit, no degree",13,PA,northeast,0,Yes,1,Strongly agree,1,Reduced a little.,-1,Won’t affect American society one way or another,0,Disagree,Disagree,Strongly disagree,-1,-1,-2,Not too likely,Very likely,Not too likely,Very likely,Not likely at all,-1,2,-1,2,-2,Yes,1,Democrat,-1,4,Moderate,0,Disagree,-1,10,10,0,none
2019/08/08 2:11:02 AM GMT+8,A279YSE7NB16M0,1,0,0,1,,,,"$75,001-100,000",87500,"Bachelor’s degree (for example: BA, BS)",16,arizona,west,3,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not likely at all,Somewhat likely,Not likely at all,Somewhat likely,Not too likely,-2,1,-2,1,-1,Yes,1,Independent,0,4,Moderate,0,Disagree strongly,-2,5,5,0,
2019/08/08 2:11:26 AM GMT+8,A31BFQ3V5CLBGH,1,1,0,1,Mar-74,1974,1974,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,PA,northeast,0,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Disagree,Disagree,Disagree,-1,-1,-1,Not too likely,Somewhat likely,Not too likely,Somewhat likely,Not too likely,-1,1,-1,1,-1,Yes,1,Republican,1,5,Slightly conservative,1,Agree,1,8,8,0,no
2019/08/08 2:11:49 AM GMT+8,A9O273N0X06JS,1,0,0,1,Dec-92,1992,1992,"$0-25,000",12500,Regular high school diploma,18,IL,midwest,2,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Disagree,Neither agree nor disagree,Neither agree nor disagree,-1,0,0,Somewhat likely,Somewhat likely,Not too likely,Somewhat likely,Not too likely,1,1,-1,1,-1,No,0,Independent,0,4,Moderate,0,Agree,1,7,7,0,
2019/08/08 2:16:12 AM GMT+8,A1XVEKS9O73ERE,1,1,0,1,Aug-79,1979,1979,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,Texas,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Agree,2,2,1,Very likely,Not likely at all,Very likely,Not too likely,Very likely,2,-2,2,-1,2,No,0,Republican,1,7,Extremely conservative,3,Agree strongly,2,9,8,1,Legal immigration is not a problem
2019/08/08 2:18:59 AM GMT+8,A3ICFFGBUY4WP9,1,0,0,1,"July, 1991",1991,1991,"$50,001-75,000",62500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,Virginia,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Agree,Strongly agree,Agree,1,2,1,Somewhat likely,Somewhat likely,Very likely,Not at all likely,Very likely,1,1,2,-2,2,Yes,1,Democrat,-1,2,Slightly liberal,-1,Agree,1,10,7,3,
2019/08/08 2:22:19 AM GMT+8,A31908QXT8U4A0,1,0,0,1,Aug-92,1992,1992,"$50,001-75,000",62500,"Associate’s degree (for example: AA, AS)",14,CA,west,3,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Strongly agree,2,2,2,Very likely,Not likely at all,Very likely,Not at all likely,Very likely,2,-2,2,-2,2,No,0,Republican,1,4,Extremely conservative,3,Agree strongly,2,10,1,9,n/a
2019/08/08 2:22:51 AM GMT+8,A2PH5T3HCCCXIN,1,0,0,1,Nov-93,1993,1993,"$0-25,000",12500,GED or alternative credential,13,Maine,northeast,0,Yes,1,Strongly disagree,0,Remain the same as it is.,0,Won’t affect American society one way or another,0,Neither disagree nor agree,Neither agree nor disagree,Agree,0,0,1,Not too likely,Not likely at all,Not too likely,Not too likely,Somewhat likely,-1,-2,-1,-1,1,Yes,1,Independent,0,4,Moderate,0,Agree,1,7,6,1,
2019/08/08 2:24:11 AM GMT+8,A2YAYHZYI7M3HD,1,1,0,1,Jan-90,1990,1990,"$50,001-75,000",62500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,ohio,midwest,2,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Disagree,Neither agree nor disagree,Neither agree nor disagree,-1,0,0,Not too likely,Somewhat likely,Not likely at all,Not too likely,Not too likely,-1,1,-2,-1,-1,Yes,1,Democrat,-1,3,Liberal,-2,Disagree,-1,8,8,0,no
2019/08/08 2:25:02 AM GMT+8,A5K89Q7YRQ9N3,1,1,1,0,Mar-93,1993,1993,"$75,001-100,000",87500,"Bachelor’s degree (for example: BA, BS)",16,Texas,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Won’t affect American society one way or another,0,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not likely at all,Very likely,Not likely at all,Very likely,Not likely at all,-2,2,-2,2,-2,Yes,1,Democrat,-1,1,Liberal,-2,Disagree strongly,-2,5,8,-3,
2019/08/08 2:31:36 AM GMT+8,A2O7LNRIBPIHAF,1,0,0,1,Jul-70,1970,1970,"$50,001-75,000",62500,Regular high school diploma,18,South Carolina,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Agree,Agree,Disagree,1,1,-1,Somewhat likely,Somewhat likely,Not too likely,Not too likely,Somewhat likely,1,1,-1,-1,1,No,0,Republican,1,6,Conservative,2,Agree,1,8,6,2,Interesting survey. Thank you.
2019/08/08 2:34:38 AM GMT+8,A16QR0D9MVFMS7,1,0,1,0,Mar-97,1997,1997,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,,,,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Strongly agree,Strongly agree,Strongly agree,2,2,2,Very likely,Very likely,Very likely,Very likely,Very likely,2,2,2,2,2,Yes,1,Republican,1,6,Extremely liberal,-3,Agree strongly,2,8,9,-1,VERY NICE THIS SURVEY
2019/08/08 2:36:03 AM GMT+8,A1UZL0ATEWD4G9,1,0,0,1,Jan-98,1998,1998,"$0-25,000",12500,Regular high school diploma,18,Connecticut,northeast,0,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Agree,Strongly agree,Agree,1,2,1,Very likely,Not too likely,Somewhat likely,Not too likely,Somewhat likely,2,-1,1,-1,1,Yes,1,Independent,0,4,Moderate,0,Disagree,-1,9,5,4,
2019/08/08 2:40:57 AM GMT+8,A1YI1H05AQ3ING,1,0,0,1,6-Mar,,,"$75,001-100,000",87500,"Bachelor’s degree (for example: BA, BS)",16,Michigan,midwest,2,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Disagree,2,2,-1,Very likely,Not likely at all,Somewhat likely,Not too likely,Somewhat likely,2,-2,1,-1,1,No,0,Republican,1,7,Extremely conservative,3,Agree strongly,2,1,1,0,No
2019/08/08 2:44:50 AM GMT+8,A2RANGOPK67HX9,1,1,0,1,Aug-77,1977,1977,"$0-25,000",12500,"1 or more years of college credit, no degree",13,Ohio,midwest,2,Yes,1,Strongly agree,1,Reduced a lot.,-2,Don't know,0,Strongly agree,Agree,Disagree,2,1,-1,Somewhat likely,Not too likely,Not too likely,Not too likely,Very likely,1,-1,-1,-1,2,Yes,1,Independent,0,3,Slightly liberal,-1,Disagree,-1,5,5,0,
2019/08/08 2:46:03 AM GMT+8,A36A780ODXBDEH,1,0,0,0,Oct-91,1991,1991,"$0-25,000",12500,"Associate’s degree (for example: AA, AS)",14,Washington,west,3,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Disagree,Disagree,Strongly disagree,-1,-1,-2,Not likely at all,Somewhat likely,Not too likely,Very likely,Not likely at all,-2,1,-1,2,-2,Yes,1,Democrat,-1,3,Liberal,-2,Disagree,-1,6,8,-2,Just that I appreciate you're collecting people's opinions on this issue.
2019/08/08 2:48:21 AM GMT+8,A2ESE3IBTNAEB7,1,1,0,1,Aug-71,1971,1971,"125,000-150,000",137500,"1 or more years of college credit, no degree",13,iowa,midwest,2,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Strongly agree,2,2,2,Very likely,Not likely at all,Very likely,Not at all likely,Very likely,2,-2,2,-2,2,No,0,Republican,1,7,Extremely conservative,3,Disagree,-1,10,5,5,no
2019/08/08 2:50:12 AM GMT+8,A3K3ZAEG60R0ZH,1,0,1,0,30/09/1987,1987,1987,"$50,001-75,000",62500,"Professional degree beyond a bachelor’s degree (for example MD, DDS, DVM, LLB, JD)",19,MONTANA,midwest,2,Yes,1,Strongly agree,1,Increased a lot.,2,Better,1,Agree,Agree,Strongly agree,1,1,2,Very likely,Somewhat likely,Somewhat likely,Very likely,Somewhat likely,2,1,1,2,1,Yes,1,Republican,1,5,Extremely liberal,-3,Agree,1,7,8,-1,
2019/08/08 2:56:01 AM GMT+8,A2B4GWF7MF7AOB,1,0,0,0,Apr-89,1989,1989,"$0-25,000",12500,"Bachelor’s degree (for example: BA, BS)",16,Oklahoma,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Agree,Agree,Agree,1,1,1,Very likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,2,1,1,1,1,Yes,1,Republican,1,7,Conservative,2,Agree,1,6,3,3,
2019/08/08 2:57:31 AM GMT+8,A1DD22MXYY0AWP,1,0,0,1,Sep-87,1987,1987,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,Minnesota,midwest,2,Yes,1,Strongly agree,1,Reduced a lot.,-2,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not too likely,Very likely,Not likely at all,Very likely,Not too likely,-1,2,-2,2,-1,Yes,1,Independent,0,4,Extremely liberal,-3,Disagree strongly,-2,7,7,0,no
